#	type	pilot	freq	spec	ind
2317	T	wind farm noise	3	2,37	0,33
2318	T	Lightning strikes	3	2,37	0,33
2319	T	grid requirements	3	2,37	0,33
2319	V[s]	Grid Code Requirements	3	2,37	0,67
2319	V[s]	grid connection requirements	7	2,74	0,86
2320	T	orthogonal	3	2,37	0,67
2321	T	Health and safety requirements	3	2,37	1,00
2322	T	Journal of Wildlife Management	3	2,37	1,00
2323	T	communications interference investigation	3	2,37	1,00
2324	T	potential health effects	6	2,37	1,00
2325	T	Impact of construction	3	2,37	0,67
2326	T	Linear spring pitch design	3	2,37	1,00
2327	T	nest locations	3	2,37	0,67
2328	T	electric grid	3	2,37	1,00
2329	T	modes of operation	3	2,37	0,67
2330	T	existing turbine	3	2,37	0,33
2331	T	site construction	3	2,37	0,67
2332	T	correct sequence	3	2,37	1,00
2333	T	prolonged exposure	3	2,37	1,00
2334	T	specific turbines	3	2,37	0,67
2335	T	Rotor side converter Grid side	3	2,37	1,00
2336	T	optimal angle of attack	3	2,37	0,67
2337	T	Møller	3	2,37	0,67
2338	T	Institute of Technology Department	3	2,37	1,00
2339	T	effects of inflation	3	2,37	1,00
2340	T	concern with reference	3	2,37	0,67
2341	T	Megawatt HAWT	3	2,37	1,00
2342	T	preliminary design	3	2,37	1,00
2343	T	capacitor bank	3	2,37	0,67
2344	T	State Museum	3	2,37	1,00
2345	T	tower design	3	2,37	0,33
2346	T	dynamic analyses	3	2,37	0,33
2347	T	torque density	3	2,37	0,67
2348	T	Human Exposure	3	2,37	0,33
2349	T	low-level	3	2,37	0,33
2349	V[m]	low sound levels	2	2,20	1,00
2349	V[mg]+	low levels	21	0,97	0,33
2350	T	sedimentation	3	2,37	0,33
2351	T	adverse effects of sound	3	2,37	1,00
2352	T	Brower	3	2,37	1,00
2353	T	thermal-based	3	2,37	0,67
2354	T	ASHRAE	3	2,37	0,67
2355	T	tower bottom	3	2,37	0,67
2356	T	project costs	3	2,37	0,33
2357	T	proper installation	3	2,37	0,67
2358	T	RSgnOn	3	2,37	0,67
2359	T	airfoil selection criteria	3	2,37	0,67
2360	T	design criterion	3	2,37	0,67
2361	T	DC-bus	3	2,37	0,67
2362	T	conservation of natural habitats	3	2,37	1,00
2363	T	wind facility	3	2,37	0,33
2363	V[s]	wind tunnel facility	3	2,37	0,33
2363	V[s]+	Wind Energy Facility	14	3,04	0,43
2363	V[s]	Wind Turbine Facilities	7	2,74	0,57
2364	T	fourth earth anchor	3	2,37	1,00
2365	T	open areas	3	2,37	1,00
2366	T	MW range	3	2,37	1,00
2367	T	4km	3	2,37	1,00
2368	T	overview of different wind	3	2,37	1,00
2369	T	European Wind Energy Conf	3	2,37	1,00
2370	T	local site	3	2,37	0,33
2371	T	water body	3	2,37	0,33
2372	T	offshore wind industry	3	2,37	0,67
2373	T	advanced control	3	2,37	0,33
2374	T	Center Mounts	3	2,37	1,00
2375	T	eardrum	3	2,37	0,67
2376	T	byproduct	3	2,37	0,33
2377	T	Ontario Agency	3	2,37	1,00
2378	T	large-scale wind energy	3	2,37	0,67
2379	T	acoustic noise	3	2,37	0,33
2380	T	adjoining properties	3	2,37	0,67
2381	T	attack changes	3	2,37	0,33
2382	T	excess electricity	3	2,37	1,00
2383	T	wetlands of international importance	3	2,37	1,00
2384	T	thermostat	3	2,37	0,67
2385	T	CO2 credits	3	2,37	1,00
2386	T	neighboring areas	3	2,37	1,00
2387	T	type of technologies	3	2,37	0,67
2388	T	onshore and offshore wind energy	3	2,37	1,00
2389	T	Zoning Application Layout	3	2,37	1,00
2390	T	tonnes of oil equivalents	3	2,37	1,00
2391	T	concept with a partial-scale power	3	2,37	1,00
2392	T	Zum	3	2,37	0,67
2393	T	employee of the Midwest Research	3	2,37	1,00
2394	T	Staff Physician	3	2,37	1,00
2395	T	manager Dainius	3	2,37	0,33
2396	T	Dispatch Data	3	2,37	1,00
2397	T	Noise Regulations	3	2,37	1,00
2398	T	PREDICTION OF MODIFIED BLADE	3	2,37	1,00
2399	T	marginal price	3	2,37	1,00
2400	T	load shedding	3	2,37	0,67
2401	T	lifting device	3	2,37	0,67
2402	T	low copper losses	3	2,37	0,67
2403	T	systems of wind turbines	3	2,37	0,67
2404	T	Research and Planning Institute	3	2,37	1,00
2405	T	deadband	3	2,37	1,00
2406	T	Generation pricing	3	2,37	0,67
2407	T	excellent suitability	3	2,37	1,00
2408	T	recommendation of this manual	3	2,37	0,67
2409	T	interests of a Natura	3	2,37	1,00
2410	T	tip vane	3	2,37	0,33
2411	T	agricultural areas	3	2,37	0,67
2412	T	existing roads	3	2,37	0,67
2413	T	Formation of Expert Panel	3	2,37	1,00
2414	T	turbine assembly	3	2,37	0,33
2414	V[s]	assembly of the wind turbine	2	2,20	0,50
2415	T	vessel option	3	2,37	0,33
2416	T	WOM	3	2,37	0,33
2417	T	CND database	3	2,37	1,00
2418	T	indirect impact of changes	3	2,37	1,00
2419	T	adverse aerodynamic loading	3	2,37	1,00
2420	T	offshore wind market	3	2,37	1,00
2421	T	Baban	3	2,37	1,00
2422	T	Net Annual Energy	3	2,37	0,33
2423	T	Turbine size	6	2,37	0,67
2423	V[s]	size of wind turbines	3	2,37	1,00
2424	T	electricity consumption of the university	3	2,37	1,00
2425	T	detailed comparison	3	2,37	0,33
2426	T	blade element-momentum	6	2,37	0,50
2426	V[s]	blade element-momentum theory	3	2,07	0,67
2427	T	analysis results	3	2,37	0,67
2428	T	oscilloscope	3	2,37	0,67
2429	T	aerodynamic brakes	3	2,37	0,33
2430	T	geared-drive wind turbines	3	2,37	0,67
2431	T	regions of the world	3	2,37	0,67
2432	T	Net Benefit	3	2,37	0,33
2433	T	soft sounds	3	2,37	1,00
2434	T	system with a full-scale converter	3	2,37	1,00
2435	T	soft-starter	3	2,37	1,00
2436	T	MODIFICATION OF CHORD-LENGTH DISTRIBUTION	3	2,37	1,00
2437	T	USFWS	3	2,37	0,33
2438	T	Reynolds number range	3	2,37	0,67
2439	T	preliminary tests	3	2,37	0,33
2440	T	Nordic Environment Finance Corporation	3	2,37	1,00
2441	T	rotational angle	3	2,37	0,67
2442	T	letter of credit	3	2,37	0,33
2443	T	lagopus	3	2,37	0,33
2444	T	subsequent section	3	2,37	1,00
2445	T	suction side	3	2,37	0,67
2446	T	size of wind turbines	3	2,37	1,00
2447	T	International Standards Organization	3	2,37	1,00
2448	T	Department of Administration	3	2,37	0,33
2449	T	construction vehicles	3	2,37	0,67
2450	T	wholesale market price	3	2,37	1,00
2451	T	High-performance Wind Power Plant INNOVA	3	2,37	1,00
2452	T	additional mortality	3	2,37	0,33
2453	T	Sea Region Testing Ground Facility	3	2,37	1,00
2454	T	tunnel experiment	3	2,37	0,33
2454	V[s]	wind tunnel experiments	2	2,20	0,50
2455	T	type of study	3	2,37	1,00
2456	T	Lagrangian form	3	2,37	0,67
2457	T	magnetic flux	3	2,37	0,67
2458	T	large rebar structure place	3	2,37	1,00
2459	T	wind installations	3	2,37	0,33
2459	V[s]	wind farm installations	3	2,37	0,67
2459	V[s]	Wind Power Installation	2	2,20	1,00
2460	T	METU	3	2,37	1,00
2461	T	Mech	3	2,37	0,33
2462	T	rotor configurations	3	2,37	0,33
2463	T	earlier study	3	2,37	1,00
2464	T	Normalization	3	2,37	0,67
2465	T	km resolution	3	2,37	0,33
2465	V[s]	km horizontal resolution	2	2,20	1,00
2466	T	re-vegetation	3	2,37	1,00
2467	T	Extremely Low Temperatures	3	2,37	1,00
2468	T	Frequency-active power control	3	2,37	0,67
2469	T	mph wind flow	3	2,37	1,00
2470	T	Danish concept	3	2,37	1,00
2471	T	downtime	3	2,37	0,67
2472	T	Colebatch	3	2,37	1,00
2473	T	Planning Institute of Klaipeda	3	2,37	1,00
2474	T	turbine speed	3	2,37	0,33
2474	V[s]	speed of wind turbines	2	2,20	0,50
2475	T	physical factors	3	2,37	1,00
2476	T	finite element methods	3	2,37	0,67
2477	T	component drawing	3	2,37	1,00
2478	T	Point of Common Coupling	3	2,37	1,00
2479	T	wind turbine areas	3	2,37	0,33
2480	T	Hard limiter	3	2,37	0,67
2481	T	Flow Schematic	3	2,37	1,00
2482	T	physical principles	3	2,37	1,00
2483	T	reservation territory	3	2,37	0,33
2484	T	hourly demand	3	2,37	0,33
2484	V[s]	estimated hourly demand	2	2,20	1,00
2485	T	Erosion and Sediment Control	3	2,37	1,00
2486	T	residential buildings	3	2,37	0,67
2487	T	renewable energy generation	3	2,37	1,00
2488	T	causal associations	3	2,37	0,67
2489	T	turbine failure	3	2,37	0,33
2489	V[s]	turbine blade failure	2	2,20	0,50
2490	T	voltage drop	3	2,37	0,33
2491	T	display of detailed plans	3	2,37	1,00
2492	T	construction period	3	2,37	0,33
2493	T	cube of the wind speed	3	2,37	1,00
2494	T	total capacity	3	2,37	0,33
2494	V[s]	total net installed capacity	2	2,20	1,00
2494	V[s]	total installed capacity	2	2,20	0,50
2495	T	technical paper	3	2,37	0,67
2496	T	Electr	3	2,37	1,00
2497	T	packing box	3	2,37	1,00
2498	T	Microwave Beam	3	2,37	0,33
2498	V[s]	Microwave Beam Interference	2	2,20	0,50
2499	T	Monitoring Protocol	3	2,37	1,00
2500	T	limited variable speed concept	3	2,37	1,00
2501	T	environmental conditions of the site	3	2,37	1,00
2502	T	Transmission System Operator	3	2,37	0,33
2503	T	annex I of the Birds	3	2,37	1,00
2504	T	electricity and natural gas	3	2,37	1,00
2505	T	Maki	3	2,37	0,33
2506	T	benthic fauna	3	2,37	0,33
2507	T	tubular	3	2,37	0,33
2508	T	coherence of the site	3	2,37	1,00
2509	T	wind resource maps	3	2,37	1,00
2510	T	Proceedings of the European Community	3	2,37	1,00
2511	T	aerial photos	3	2,37	0,67
2512	T	Glauert empirical relationship	3	2,37	1,00
2513	T	Aerpac	3	2,37	0,67
2514	T	pitch control system	3	2,37	1,00
2515	T	Extraordinary Events	3	2,37	0,67
2516	T	construction of the wind farm	3	2,37	1,00
2517	T	degree of Master of Science	3	2,37	1,00
2518	T	turbine setbacks	3	2,37	0,33
2518	V[s]	wind turbine setbacks	2	2,20	1,00
2519	T	program planning	3	2,37	0,33
2520	T	wind farm installations	3	2,37	0,67
2521	T	construction of turbine	3	2,37	0,67
2521	V[s]+	turbine construction	2	2,20	0,50
2522	T	sonar	3	2,37	0,33
2523	T	Kretingos	3	2,37	0,33
2524	T	general system	3	2,37	0,67
2525	T	objective of the panel	3	2,37	1,00
2526	T	Schepers	3	2,37	1,00
2527	T	Temporal Analysis	3	2,37	0,33
2527	V[s]	temporal analysis of wind	2	2,20	0,50
2528	T	construction of the Facility	3	2,37	0,33
2529	T	Plywood Base Extension	3	2,37	1,00
2530	T	jo elektra	3	2,37	1,00
2531	T	wind area	3	2,37	0,67
2531	V[s]	wind turbine areas	3	2,37	0,33
2531	V[s]	Wind Resource Area	6	2,67	0,67
2532	T	Petaluma Gap	3	2,37	1,00
2533	T	connections and road access	3	2,37	1,00
2534	T	Industry Association	3	2,37	0,33
2535	T	aerodynamic design	6	2,37	0,50
2536	T	IARC	3	2,37	0,33
2537	T	ambient temperatures	3	2,37	0,67
2538	T	vibration modes	3	2,37	0,67
2539	T	potential sources	3	2,37	0,33
2540	T	hub designs	3	2,37	0,67
2541	T	geospatial	3	2,37	0,33
2542	T	legal counsel	3	2,37	0,67
2543	T	input part	3	2,37	1,00
2544	T	groups of species and habitats	3	2,37	1,00
2545	T	marine fish	3	2,37	1,00
2546	T	merit order dispatch	3	2,37	1,00
2547	T	common residential setbacks	3	2,37	1,00
2548	T	Wisconsin Department	3	2,37	0,33
2549	T	mechanical brakes	3	2,37	1,00
2550	T	focusses	3	2,37	0,67
2551	T	loss factor	3	2,37	1,00
2552	T	Wind field	3	2,37	0,33
2553	T	excessive noise	3	2,37	0,67
2554	T	VEMP	3	2,37	0,33
2555	T	passerines	6	2,37	0,83
2556	T	Aeroelastic Analysis	3	2,37	1,00
2557	T	annual average wind speed	3	2,37	0,67
2558	T	primary and secondary vegetation types	3	2,37	1,00
2559	T	statewide	3	2,37	0,33
2560	T	High sound pressure levels	3	2,37	1,00
2561	T	solar wind turbine	3	2,37	0,67
2562	T	active stall	3	2,37	0,33
2563	T	lower guy wire	3	2,37	0,67
2564	T	Associate Professor	3	2,37	0,33
2565	T	FDA	3	2,37	0,33
2566	T	CHALMERS BJ	3	2,37	1,00
2567	T	carbon losses	3	2,37	0,33
2568	T	municipal council	3	2,37	0,33
2569	T	safety equipment	3	2,37	1,00
2570	T	A-weighted sound pressure levels	3	2,37	0,33
2571	T	types of sounds	3	2,37	1,00
2572	T	Startup method	3	2,37	0,67
2573	T	aircraft technicians	3	2,37	0,33
2574	T	high rotational speeds	3	2,37	1,00
2575	T	geometrisi	3	2,37	0,33
2576	T	contemporary wind turbine	3	2,37	0,33
2577	T	competent national authorities	3	2,37	1,00
2578	T	level of each individual project	3	2,37	1,00
2579	T	absence of alternative solutions	3	2,37	1,00
2580	T	security of supplies	3	2,37	1,00
2581	T	project elements	3	2,37	0,33
2582	T	velocity of wind	3	2,37	0,33
2583	T	Part III	3	2,37	0,67
2584	T	height of tower	3	2,37	0,67
2584	V[s]	tower height	8	2,80	0,50
2585	T	breaker operations	3	2,37	0,33
2586	T	Common Scoter	3	2,37	1,00
2587	T	Future turbines	3	2,37	0,67
2588	T	PEM electrolyzer	3	2,37	1,00
2589	T	IMCG	3	2,37	1,00
2590	T	fall term	3	2,37	0,67
2591	T	Multibrid	12	2,37	0,50
2592	T	DNL	3	2,37	0,67
2593	T	logarithm	3	2,37	0,67
2594	T	rotational component	3	2,37	0,67
2595	T	drw	3	2,37	1,00
2596	T	dam	3	2,37	0,67
2597	T	optimum wind turbines	3	2,37	0,67
2598	T	active pitching	3	2,37	0,33
2599	T	dFL	3	2,37	1,00
2600	T	unit time	3	2,37	1,00
2601	T	dBC	3	2,37	1,00
2602	T	CMS	3	2,37	1,00
2603	T	CLs	3	2,37	0,33
2604	T	Melanitta nigra	3	2,37	0,67
2605	T	mitigation strategy	3	2,37	0,33
2606	T	configuration of wind farms	3	2,37	1,00
2607	T	Adverse Effects of Exposure	3	2,37	1,00
2608	T	Offshore complexities	3	2,37	1,00
2609	T	public meeting of the draft	3	2,37	1,00
2610	T	maximum wind	3	2,37	0,33
2611	T	permanent magnet synchronous generator	3	2,37	1,00
2612	T	cost effectiveness	3	2,37	0,67
2613	T	CEC	3	2,37	1,00
2614	T	Cartagena	3	2,37	1,00
2615	T	Project Purpose	3	2,37	1,00
2616	T	Ibid	3	2,37	1,00
2617	T	kV transmission line	3	2,37	1,00
2618	T	3-Blade H-type VAWT prototype	3	2,37	0,67
2619	T	Indigenous Communities Affairs	3	2,37	1,00
2620	T	RSgnOff	3	2,37	0,33
2621	T	review of offshore wind	3	2,37	1,00
2622	T	Common Kestrel	3	2,37	0,67
2623	T	MVar	3	2,37	1,00
2624	T	conservative approach	3	2,37	1,00
2625	T	Stellenbosch University	3	2,37	0,33
2626	T	Alé	3	2,37	0,67
2627	T	groundwater quality	3	2,37	1,00
2628	T	usable area	3	2,37	0,67
2629	T	consultation with NYSDEC	3	2,37	0,33
2630	T	deg Figure	3	2,37	1,00
2631	T	current carbon	3	2,37	0,67
2632	T	response of the human ear	3	2,37	1,00
2633	T	major disadvantage	3	2,37	0,67
2634	T	DEVELOPMENTS OF MODERN WIND	3	2,37	1,00
2635	T	spectra	3	2,37	0,33
2636	T	view of the modified blade	3	2,37	1,00
2637	T	Future Blade Technology	3	2,37	0,33
2638	T	iteration procedure	3	2,37	0,33
2639	T	Manwell	3	2,37	0,67
2640	T	10th Revision	3	2,37	0,67
2641	T	investment barriers	3	2,37	0,67
2642	T	clarification of the concepts	3	2,37	1,00
2643	T	machine bed	3	2,37	0,67
2644	T	msec	3	2,37	1,00
2645	T	project implementation	3	2,37	0,67
2645	V[s]	implementation of this JI Project	2	2,20	1,00
2646	T	significant adverse effects	3	2,37	1,00
2647	T	noise environment	3	2,37	0,33
2647	V[s]	ambient noise environment	2	2,20	1,00
2648	T	affected properties	3	2,37	0,33
2649	T	otolith organs	3	2,37	0,67
2650	T	roller bearings	3	2,37	0,67
2651	T	Human impact suitability model	3	2,37	0,67
2652	T	common configurations	3	2,37	1,00
2653	T	electrical node	3	2,37	0,33
2653	V[s]	external electrical nodes	2	2,20	0,50
2654	T	Technical wind energy	3	2,37	0,67
2655	T	short overview	3	2,37	1,00
2656	T	axial and rotational velocities	3	2,37	1,00
2657	T	characteristics of airfoil	3	2,37	0,33
2657	V[s]+	airfoil characteristics	10	2,89	0,40
2658	T	aerodynamics and blade design	3	2,37	0,67
2659	T	Grid Code Requirements	3	2,37	0,67
2660	T	General Environmental Setting	3	2,37	1,00
2661	T	EEA report	3	2,37	0,67
2661	V[s]	EEA technical report	4	2,50	0,25
2662	T	type of impact	3	2,37	1,00
2663	T	Common practice analysis	3	2,37	0,33
2664	T	Technical College West Texas	3	2,37	1,00
2665	T	Thermal Animal Detection System	3	2,37	1,00
2666	T	habitat change	3	2,37	1,00
2667	T	velocity diagram	3	2,37	1,00
2668	T	species protection	6	2,37	0,33
2669	T	streams and surface waters	3	2,37	1,00
2670	T	grain terminal	3	2,37	1,00
2671	T	impact of any such payments	3	2,37	1,00
2672	T	deaf persons	3	2,37	0,33
2673	T	Wind Energy Site Assessment	3	2,37	0,33
2674	T	operational noise	3	2,37	0,67
2675	T	accordance with EU	3	2,37	0,67
2676	T	EU Court of Justice	3	2,37	1,00
2677	T	technology development	3	2,37	0,33
2677	V[s]	offshore technology development	2	2,20	1,00
2678	T	sense of the conflicting information	3	2,37	1,00
2679	T	Dustin Maas	3	2,37	1,00
2680	T	RESPONSIBLE PERSON	3	2,37	0,67
2681	T	performance of a rotor	3	2,37	0,33
2681	V[s]	rotor performance	9	2,85	0,78
2681	V[s]	aerodynamic performance of a rotor	2	2,20	0,50
2682	T	local grid refinement	3	2,37	0,67
2683	T	storage battery	3	2,37	0,33
2684	T	3-D visualization output	3	2,37	0,33
2685	T	protective gloves	3	2,37	1,00
2686	T	over-voltage	3	2,37	0,33
2687	T	Road Repair Obligations	3	2,37	0,33
2688	T	design and power performance	3	2,37	1,00
2689	T	Airscrew	3	2,37	0,33
2690	T	wake rotation	3	2,37	1,00
2691	T	Richard Rachals	3	2,37	1,00
2692	T	prevention and response plan	3	2,37	1,00
2693	T	Passive Acoustic Monitoring	3	2,37	1,00
2694	T	full-scale power electronic converter	3	2,37	1,00
2695	T	ISBN	3	2,37	1,00
2696	T	conditions of Article	3	2,37	1,00
2697	T	growth of offshore wind	3	2,37	1,00
2698	T	whole-body vibration	3	2,37	0,67
2699	T	meeting goals	3	2,37	1,00
2700	T	Ciconia	3	2,37	0,33
2701	T	substation and related facilities	3	2,37	1,00
2702	T	approximate range	3	2,37	1,00
2703	T	Cotrell	3	2,37	0,67
2704	T	Activity Plan	3	2,37	0,33
2705	T	true coordinates	3	2,37	0,67
2706	T	Lagging displacement of the centre	3	2,37	1,00
2707	T	optimum blade shape	3	2,37	1,00
2708	T	power coefficient with tip-speed	3	2,37	1,00
2709	T	hydrogen output	3	2,37	1,00
2710	T	Department of Biological Engineering	3	2,37	1,00
2711	T	detailed guidance	3	2,37	1,00
2712	T	EIA report	3	2,37	0,67
2713	T	normal audible range	3	2,37	1,00
2714	T	Wind Turbine Blade Flow Fields	3	2,37	1,00
2715	T	Neighbor Agreement	3	2,37	0,33
2716	T	Output Output Description	3	2,37	0,33
2717	T	Aerospace Sciences Meeting	3	2,37	0,33
2718	T	large-scale wind turbine	3	2,37	0,33
2719	T	prescribed	3	2,37	0,33
2720	T	Joint Implementation scheme	3	2,37	1,00
2721	T	existing level	3	2,37	0,67
2722	T	total annual amount	3	2,37	0,67
2723	T	acoustic energy	3	2,37	0,67
2724	T	Circuit Court	3	2,37	1,00
2725	T	water pump	3	2,37	0,67
2726	T	performance of PMs	3	2,37	1,00
2727	T	Gamesa	3	2,37	0,33
2728	T	ARI Renewable Energy Company	3	2,37	1,00
2729	T	transmission and distribution lines	3	2,37	1,00
2730	T	kunskapsläget	3	2,37	0,67
2731	T	time variations	3	2,37	0,33
2731	V[s]	Cn time variations	2	2,20	0,50
2732	T	nature protection	3	2,37	0,67
2733	T	unit of time	3	2,37	1,00
2734	T	annular rotor section	3	2,37	1,00
2735	T	conservation NGOs	3	2,37	1,00
2736	T	standard range of operation	3	2,37	1,00
2737	T	Vertical Axis Wind Turbine design	3	2,37	1,00
2738	T	assessor checklist	3	2,37	1,00
2738	V[s]+	assessor observation checklist	5	2,59	0,60
2739	T	Statistical Classification of Diseases	3	2,37	1,00
2740	T	cellular	3	2,37	1,00
2741	T	Jacobson	6	2,37	0,83
2742	T	relative standards	3	2,37	0,33
2743	T	3dr	3	2,37	1,00
2744	T	short axial length	3	2,37	1,00
2745	T	rating of the power	3	2,37	0,67
2745	V[s]	power rating	7	2,74	0,43
2746	T	RES Directive	3	2,37	1,00
2747	T	DC power	3	2,37	0,67
2748	T	Design Standard	3	2,37	0,33
2748	V[s]	Offshore Design Standard	2	2,20	0,50
2749	T	energy savings	3	2,37	1,00
2750	T	input power of the pump	3	2,37	1,00
2751	T	performance control system	3	2,37	0,67
2752	T	Previous studies	3	2,37	0,67
2753	T	direct-drive PM	6	2,37	0,33
2754	T	Newsletter Issue	3	2,37	1,00
2755	T	remediation	3	2,37	0,33
2756	T	blade-element theory	3	2,37	0,67
2756	V[s]	blade-element momentum theory	4	2,20	1,00
2756	V[im]	theory and blade element	5	2,59	1,00
2756	V[img]	blade element theory	22	3,23	0,91
2757	T	analysis is critical	3	2,37	1,00
2758	T	noise sensitivity	3	2,37	0,33
2759	T	Ease of Maintenance	3	2,37	1,00
2760	T	case-control studies	3	2,37	0,33
2760	V[img]	case control studies	3	2,37	1,00
2761	T	Community Consultation	3	2,37	0,33
2762	T	TABLES Table	3	2,37	1,00
2763	T	two-bladed turbine	3	2,37	0,67
2764	T	Wind Energy System Ordinance	3	2,37	0,67
2765	T	CPR & First Aide	3	2,37	1,00
2766	T	output of the PLL	3	2,37	1,00
2767	T	actual measurements	3	2,37	0,67
2768	T	Falco tinnunculus	3	2,37	1,00
2769	T	optimum power	3	2,37	0,33
2770	T	Rudaiciai Wind Power Park	3	2,37	1,00
2771	T	100µs	3	2,37	1,00
2772	T	hybrid solar-wind power system	3	2,37	1,00
2772	V[im]	Hybrid Solar Wind	3	2,37	0,33
2773	T	grid frequency	3	2,37	0,67
2774	T	present paper	3	2,37	1,00
2775	T	NIHL	3	2,37	0,33
2776	T	Institute of Klaipeda University	3	2,37	1,00
2777	T	Hearing Contours	3	2,37	0,67
2778	T	indirect effects	3	2,37	0,33
2778	V[s]	Direct and indirect effects	2	2,20	1,00
2779	T	Department of the Ministry of Environment	3	2,37	1,00
2780	T	offshore operation	3	2,37	0,33
2780	V[s]	reliable offshore operation	2	2,20	1,00
2781	T	analysis of effects	3	2,37	0,33
2782	T	modern wind farms	3	2,37	1,00
2783	T	speed SCIG	3	2,37	0,33
2784	T	proven technology	3	2,37	0,67
2785	T	direct habitat loss	3	2,37	1,00
2786	T	Electronic version	3	2,37	1,00
2787	T	secure margin	3	2,37	1,00
2788	T	Protection Department of the Ministry	3	2,37	1,00
2789	T	admissible	3	2,37	0,33
2790	T	Aquila chrysaetos	3	2,37	0,67
2791	T	inflow conditions	3	2,37	0,67
2792	T	Safety and Health Administration	3	2,37	1,00
2793	T	annual consumption	3	2,37	0,67
2794	T	full pressure tap distribution	3	2,37	0,67
2795	T	Voltage collapse limitation	3	2,37	0,67
2796	T	Provincial Policy Statement	3	2,37	1,00
2797	T	APPENDIX E EXPERT PANEL PARTICIPANTS	3	2,37	1,00
2798	T	physical plant	3	2,37	1,00
2799	T	mechanical stress	3	2,37	0,67
2800	T	preliminary set	3	2,37	0,33
2801	T	minimum impact	3	2,37	1,00
2802	T	subdivision	3	2,37	1,00
2803	T	onshore technology	3	2,37	0,67
2804	T	complete installation	3	2,37	0,33
2805	T	milliseconds	3	2,37	0,33
2806	T	Wind Concerns Ontario	3	2,37	1,00
2807	T	dB sound pressure level	3	2,37	1,00
2808	T	Indigenous Territory	3	2,37	0,33
2808	V[s]	Wayuu Indigenous Territory	2	2,20	1,00
2809	T	greenhouse gas emission reductions	3	2,37	1,00
2810	T	Design Tip-Speed Ratio Rotor Diameter	3	2,37	1,00
2811	T	developable	3	2,37	0,33
2812	T	flow visualization	3	2,37	0,67
2813	T	Generation of the triangular waveform	3	2,37	1,00
2814	T	picture NEG Micon	3	2,37	1,00
2815	T	construction area	3	2,37	1,00
2816	T	Massachusetts General Hospital	3	2,37	1,00
2817	T	county supervisors	3	2,37	0,67
2818	T	weld construction	3	2,37	0,33
2819	T	phase of construction	3	2,37	1,00
2819	V[s]	construction phase	7	2,74	0,57
2820	T	Betz limit	6	2,37	1,00
2821	T	XFOIL program	3	2,37	0,67
2822	T	categories of species	3	2,37	0,33
2823	T	system is higher	3	2,37	1,00
2824	T	ridge top	3	2,37	0,67
2825	T	Grey Literature	3	2,37	0,33
2826	T	tower clearance	3	2,37	0,67
2827	T	natural sources	3	2,37	1,00
2828	T	repowering	3	2,37	0,67
2829	T	cleaner energy sources	3	2,37	1,00
2830	T	potential changes	3	2,37	1,00
2831	T	liability insurance	3	2,37	0,33
2832	T	SEQRA	3	2,37	0,33
2833	T	alternative locations	3	2,37	0,67
2834	T	firing angle	3	2,37	0,67
2835	T	top of the foundation	3	2,37	0,67
2836	T	Axis Wind Turbine Blade	3	2,37	1,00
2837	T	normal and tangential forces	3	2,37	1,00
2838	T	horizontal axis wind turbine performance	3	2,37	1,00
2839	T	ind T urbine	3	2,37	0,67
2840	T	moment data	3	2,37	0,33
2841	T	simple winding	3	2,37	0,67
2842	T	energy equation	3	2,37	0,33
2843	T	Anatomy of a Wind Turbine	3	2,37	0,33
2844	T	function of wind speed	3	2,37	1,00
2845	T	bird fatalities	3	2,37	0,33
2846	T	landscape elements	3	2,37	0,33
2847	T	thousands years	3	2,37	1,00
2848	T	function of angular position	3	2,37	1,00
2849	T	preferentially	3	2,37	1,00
2850	T	2006b	3	2,37	1,00
2851	T	bird studies	3	2,37	0,33
2852	T	harmful effects	3	2,37	0,33
2853	T	American National Standards Institute	6	2,37	1,00
2854	T	Studies of workers	3	2,37	1,00
2855	T	drive WIND TURBINE	3	2,37	0,67
2856	T	bore hole	3	2,37	0,33
2857	T	rotor blade tip speed ratios	3	2,37	1,00
2858	T	relative velocity	3	2,37	0,67
2859	T	position data	3	2,37	0,33
2860	T	free stream velocity	3	2,37	1,00
2861	T	SCQF level	3	2,37	1,00
2862	T	performance of wind turbines	3	2,37	0,67
2863	T	effect of some parameters	3	2,37	1,00
2864	T	variable speed range	3	2,37	0,67
2865	T	scavengers	3	2,37	0,67
2866	T	nature of wind	3	2,37	0,33
2867	T	penetration of wind power	3	2,37	1,00
2868	T	hearing conservation	3	2,37	0,67
2869	T	total electricity supply	3	2,37	1,00
2870	T	strict protection	3	2,37	0,67
2871	T	hypertension	3	2,37	0,33
2872	T	operational life	3	2,37	0,33
2873	T	hydraulic cylinders	3	2,37	0,67
2874	T	partial-scale power converter	6	2,37	0,83
2875	T	pressure difference	3	2,37	1,00
2876	T	wind tunnel facility	3	2,37	0,33
2877	T	Lee	3	2,37	0,67
2878	T	lifetime of the project	3	2,37	0,33
2878	V[s]	operational lifetime of the project	2	2,20	0,50
2879	T	National Geophysical Data	3	2,37	0,33
2880	T	element of torque	3	2,37	1,00
2881	T	amplitude modulation	3	2,37	0,33
2882	T	Selig	3	2,37	0,67
2883	T	Lendimai village	3	2,37	1,00
2884	T	tower costs	3	2,37	0,67
2885	T	non-compliance	3	2,37	0,33
2886	T	depth class	3	2,37	0,67
2887	T	Performance evidence	3	2,37	1,00
